SMILES,SMILES_state,NLL,pIC50_pred,solubility_pred,SA_score,valid_mol
Cc1nnsc1C(=O)NCCN1CCOC1C,1,18.21,6.63038,-1.0929035,3.4070725373752992,True
CC(OC1CCN(S(=O)(=O)N2CCOCC2)CC1)C(=O)N1CCCN(C)CC1,1,24.85,6.8340626,-1.1331105,3.039340995328857,True
COCCn1cc(-c2ncc(-c3nnn(C)n3)c(NCCO)n2)cn1,1,12.49,6.7199283,-1.9050266,2.9220666207920267,True
NC(=O)c1cnn2ccc(N3CCNCC3)nc12,1,13.74,6.725454,-2.4207838,2.59864530764872,True
OCCn1nc2c(ccc3[nH]ccc32)c1O,1,23.66,7.026664,-2.1176586,2.845975231201175,True
CN1CCCN(S(=O)(=O)c2ccccc2)CC1,1,16.45,6.9682784,-1.5532792,1.6830088895328643,True
O=C(CN1CCN(CCO)CC1)Nc1cccnc1,1,12.62,6.5736837,-0.86706233,1.8745538386294136,True
CN(CCN1CCN(CCO)CC1)C1CCN(C(=O)C2CCCN2C)CC1,1,20.11,6.1567707,-0.4249065,2.915464197592545,True
N#CCC(=O)Nc1ccc(-c2ncnc3[nH]ccc23)cc1,1,15.48,6.553301,-3.7908006,2.351654717531792,True
Cc1cnc2ncnc(N(C)C)c2c1-c1cnn(C)c1NCc1cncs1,1,26.21,6.82592,-3.477447,3.3055101776222386,True
CNCC(O)CON=C1CCC(CC#N)CC1,1,12.95,6.870295,-1.3577911,3.6402908066060693,True
COc1cccc(C(CN)c2ccc(C)nc2)c1,1,24.17,7.03596,-1.937503,2.5393094471375175,True
CCn1cc2ccc(NC3COCCN3)cc2n1,1,20.35,6.663018,-1.6787285,3.417476987477311,True
CCC(=O)N1CCOCC(O)C1,1,10.04,7.2445107,0.44028136,2.727485191767755,True
O=C(NCCN1CCCCCC1)N1CCOCC1,1,12.65,6.4676075,-0.9726446,1.9460151357161521,True
N#CCC=C1CCC(CO)CCO1,1,18.96,6.604649,-1.1256194,3.835017249202613,True
NC(=O)CCC(=O)N1CCC(Nc2ccccc2C(=O)NC2CC(F)(F)C2)CC1,1,28.28,6.542638,-3.6121871,2.499538190751993,True
COCCNCC1CCC(N2CN(C3CC3)C(=O)c3cnc4[nH]ccc4c32)CC1,1,12.91,6.674721,-3.1231987,3.039865470971775,True
CN(C)C1CCN(C(=O)Cn2cc(Nc3nc4c(N5CCOCC5)ncc(-c5ccccc5)n4n3)cn2)CC1,1,7.86,7.797942,-3.3975801,2.9433792820782365,True
CN1CCN(C(=O)Nc2cccnc2)CC1,1,11.6,6.54046,-1.172261,1.8523993114687318,True
COC(=O)CCCN1CCC(n2nc(-c3ccccc3C)ccc2=O)CC1,1,20.28,6.460386,-3.5514688,2.290065622177682,True
Cc1c(CN2CCOCC2)cncc1-c1cnc2[nH]ccc2c1,1,19.18,6.3673177,-2.9871864,2.6064691847385397,True
CC(=O)N1CCC(N(C)c2cc(C(=O)NOCCOC(C)C)ncn2)CC1,1,16.38,6.6253514,-1.542012,2.8680619618380216,True
CN(C)CCCNC(=O)c1ccc(NC(=O)Nc2ccccc2)cc1,1,13.24,6.5806375,-3.5550447,1.692222417108388,True
O=C(NC1CCNCC1)c1ccc(Nc2nc3c(N4CCOCC4)cccn3n2)cc1,1,12.21,6.6825376,-3.2952101,2.583483971160925,True
OCCCn1cc(-c2ccncc2)nn1,1,13.75,6.616753,-1.1126734,2.263688713209511,True
COCCS(=O)(=O)N1CCN(CCO)CC1,1,16.01,6.8921137,-0.26987857,2.1935652585651155,True
COCCCNc1nc(Nc2cnn(CC(=O)N3CCN(C)CC3)c2)nc2cn[nH]c(=O)c12,1,20.35,6.827748,-2.771486,2.8827717336572274,True
CN1CCN(C(=O)CNC(=O)NCCNc2nc(Nc3ccc(N4CCOCC4)cc3)ncc2Cl)CC1,1,25.43,6.7035766,-2.6096928,2.6312820632393947,True
CC(=O)NCCOC(=O)N1CCN(C)CC1,1,15.4,6.809545,-0.034425933,2.0097921816420374,True
COCCNC(=O)CN(C)S(=O)(=O)c1ccc(C)cc1,1,18.98,6.895533,-1.5902909,1.8697696415452825,True
CN1CCCN(C(=O)Cn2cc(NS(=O)(=O)c3ccccc3)cn2)CC1,1,14.92,6.4891872,-2.469715,2.187936765970937,True
CN1CCCN(Cc2ccc(C#N)c(CN)n2)CC1,1,22.11,6.7274847,-0.5396718,2.5045745845501575,True
COCC1CCN(C(=O)OC(C)(C)C)CC1,1,17.52,6.588786,-1.8382646,2.000106972664968,True
CC(C)(C)n1cc(C(N)=O)nn1,1,18.28,6.7292786,-1.0484065,2.883409551482279,True
CCOC(=O)NCc1cncn1C1CCOCC1,1,18.64,7.2621574,-1.5866845,2.520491757352861,True
CCOc1ncc(-c2cnc(N)cn2)cc1CNC,1,22.12,7.2400956,-1.8747507,2.620930994806569,True
CN(c1ncnc2[nH]ccc12)C1CC(CS(=O)(=O)N2CCC(C(F)(F)F)CC2)C1,1,14.36,6.833981,-3.8382869,3.142792421521226,True
O=C(NCC(=O)N1CCOCC1)c1cnn2cccnc12,1,14.12,6.731933,-1.7901312,2.3219218045431393,True
Cn1c(CO)cnc1-c1cc(C(N)=O)c2nc3ccccc3n2c1,1,18.36,7.1803813,-2.5068834,2.736036197655176,True
COc1ncccc1-c1c(C(=O)NCC2CCNCC2)cnn1C,1,22.47,6.973198,-2.0539234,2.5719538742241337,True
CNC(=O)CCN1CCC(O)C1C1CC1,1,21.1,7.044976,-0.07292003,3.3365678016990588,True
Cn1c(CNC(=O)N2CCOCC2)nc(N)c1C#N,1,12.71,7.078,-1.2786299,2.8288573615216137,True
CN(C)c1ccc(-c2ccn3c(-c4ccnc(CO)c4)cnc3c2)cc1,1,17.14,6.446284,-3.8903422,2.4926627202328913,True
CN1C(=O)C(c2cnn(CCC#N)c2)SC1c1c(F)cccc1F,1,28.55,6.731107,-3.559478,3.913515046460641,True
Cc1cncc(NC(=O)N2CCNC(=O)C2)c1,1,20.07,6.7510753,-1.6955161,2.3519742741482492,True
Cn1ccnc1SCC(=O)N1CCOCC1,1,17.16,6.9257107,-0.89205617,2.1662434586259227,True
CC1CCN(CC2CCCN2S(C)(=O)=O)CC1,1,10.12,6.268088,-1.599441,2.7288894563605695,True
N#CCCN1CCC(CC#N)(n2ccc(CO)n2)CC1,1,14.62,6.9229703,-1.4044169,3.2910566860796964,True
Cc1[nH]cnc1CNc1ccccc1Cl,1,20.64,6.6273503,-3.1607046,2.1381027073549,True
CCOC(=O)CCN(C)C1CCN(C(=O)OC)CC1,1,17.32,6.348558,-1.2141821,2.1952234997375353,True
O=C(CCn1c(=O)oc2ccccc21)NCC1CCCO1,1,22.34,6.964478,-2.1770895,2.5955088603300904,True
O=C(CN1CCOCC1)N1CCC(NC2CCN(S(=O)(=O)C3CC3)CC2)CC1,1,24.12,6.6442847,-1.2944208,2.5478148523549713,True
CS(=O)(=O)N1CCC(n2c3cnccc3c3cnc(Nc4cccc(N5CCOCC5)n4)nc32)C1,1,32.61,7.9534926,-3.3869019,3.38317324230597,True
COCCOCC1OC(=O)CC1NC(=O)CN1CCN(CC(=O)OC(C)(C)C)C1=O,1,25.25,6.5873227,-1.6811177,3.6288685655395243,True
O=C(CCC(F)(F)F)N1CC=C(c2cccn3nc(Nc4cnn(CC(=O)N5CCC(Nc6ccncc6)CC5)c4)nc23)CC1,1,17.82,7.553892,-4.691033,3.3057718019105273,True
Cn1cnc2c(=O)[nH]cnc21,1,9.02,6.908351,-1.1262313,2.782464852426262,True
Cc1cc(Nc2ccc(C(=O)NC3CCNCC3)nc2)n[nH]1,1,18.11,6.692635,-2.7569401,2.5078135014175267,True
CN(c1ncnc2[nH]ccc12)C1CCN(C(=O)Nc2cccnc2)CC1,1,9.3,6.9573393,-3.4025235,2.5843408254960494,True
CNCC(=O)N1CCCC(N(C)c2ncnc3[nH]ccc23)C1,1,17.04,6.447738,-1.8945181,3.1618528017324907,True
c1cc2cc(N3CCCNC3)cnn2c1,1,20.71,6.663502,-2.014059,3.0069977341885323,True
Cc1cccc(-c2cc(C(=O)NCCN(C)C)c(C)[nH]2)n1,1,22.22,6.6173224,-2.2026155,2.4188982623419832,True
Cn1[nH]c(C(N)=O)cc1=NC(=O)N1CCCC(NC(=O)C2CC2)C1,1,19.88,6.6023216,-1.9022897,3.592272238545741,True
Cc1cnn(CC(=O)N2CCN(CC#N)CC2)n1,1,12.96,6.8405685,-1.4174047,2.7820724395665763,True
CNCC(=O)N1CC(C#N)C1,1,12.51,7.0725017,0.06335198,2.783227392000148,True
CN1CCN(C(=O)CN2CCC(=Cc3c[nH]c4ccncc34)CC2)CC1,1,26.04,6.1124225,-2.4324653,2.655750542095239,True
N#Cc1ccc(CN2CCC(Nc3c(C(=O)N4CCOCC4)cnc4ccccc34)CC2)cc1,1,13.94,6.9828215,-4.361055,2.401098784730708,True
COc1nc2ccc(C)cc2cc1-c1nn(CC(=O)N(C)C2CCN(C)CC2)cc1NC(=O)c1cnn2cccnc12,1,20.93,7.7995133,-4.5591908,3.128249273858179,True
c1nc(CCNCCOCCN2CCOCC2)c[nH]1,1,20.56,6.864914,0.116802484,2.6268343686257314,True
CCn1nnnc1-c1ccnc(N)n1,1,14.85,6.9035535,-1.549522,2.582861739538293,True
CN(C)CCOC(=O)N1CCOCC1,1,11.58,6.8784122,0.14146663,2.0551563253371086,True
O=C(N1CCN(CCO)CC1)N1CC1,1,14.6,6.7071953,-0.10696444,1.9544841359879968,True
O=C(CO)N1CCN(C(=O)CO)CC1,1,12.01,7.133923,-0.18045937,2.0997364561374816,True
CNC(=O)c1ncnc2c1cnn2C,1,16.34,6.872564,-1.4007635,2.4595563253371093,True
CNC(=O)c1cnc(N2CCN(CC(=O)N3CCN(C)CC3)C2)c2nc(Nc3cnn(CC(=O)N4CCN(C)CC4)c3)cnc12,1,17.02,7.8556905,-2.5846913,3.2905609473625708,True
OCCn1cc(N=c2nc3c(NCc4ccccn4)cccn3[nH]2)cn1,1,21.27,6.795922,-2.9177034,3.4185104085445808,True
N#CCCN1CCN(CCOc2ccc(C3NCCc4[nH]c(=O)ccc43)cc2)CC1,1,18.11,6.467481,-2.7577214,3.1083778029582483,True
CN1CCN(C(=O)Cn2cc(Nc3nc4c(N5CCCOCC5)nccc4n3C)cn2)CC1,1,17.42,7.138167,-2.0458112,2.8770852761673513,True
CCC(CO)Nc1nc(-c2ncnc3[nH]ccc23)cnc1OC,1,16.24,7.1465526,-2.8992083,3.346989697040046,True
OCC(O)Cn1cc(-c2ncccn2)cn1,1,7.94,7.0865874,-1.08367,2.9490592385753835,True
CC(=O)N1CCC(C(=O)N2CCC(CN3CCC(C(=O)NC4CCCCC4)CC3)CC2)CC1,1,17.57,6.534409,-2.2427495,2.371063069689617,True
CC=CC(=O)OCC(=O)N1CCOCC1,1,15.11,6.4276347,-0.68877673,2.2022913605621586,True
Cc1ccc(OCCN2CCN(CCN3CCCC3)CC2)cc1,1,15.92,5.687097,-1.9649163,1.8277838906208927,True
O=C(NC1CCOCC1)c1nc2cccc(N3CCN(C4COC4)CC3)n2n1,1,24.42,6.724799,-2.5174143,2.8596360624863024,True
Cn1ccc2cnc(Nc3ccc(OCCCN4CCCC4)nc3)nc21,1,17.69,6.69051,-3.4521794,2.537017501451672,True
CN1CCCN(CCCNC(=O)c2ccc(-c3ncnc(Nc4cccc(N)c4)n3)cn2)CC1,1,23.03,7.199795,-2.720866,2.5730384350803597,True
Cn1cc(Nc2nccc(N3CC4CN(C(=O)C5CC5)C4C3)n2)cn1,1,14.47,6.605653,-2.9930866,3.47872874271156,True
COc1cc(NC=O)cc(-c2cc(=O)n(C)nc2C)c1OC,1,23.49,6.962501,-2.9123647,2.587740280263679,True
O=C(NCCN1CCOCC1)C1CCN(c2cnc3[nH]ncc3n2)CC1,1,19.8,6.5784674,-1.8503312,2.6057267921609633,True
CCOC(=O)N1CCC(n2ccc(NC(=O)C3CC3)n2)C(C#N)C1,1,21.22,6.409908,-3.2211466,3.528480373670746,True
CC(O)CN1CCCC(N(C)CCn2cccn2)C1,1,11.43,6.323269,-0.8186464,3.258093757751743,True
COC(=O)C1CN(C(=O)Cn2nc(-c3cccc4[nH]nc(C)c34)c3c(N)ncnc32)C1,1,33.3,6.9813104,-3.6238017,2.8997525099684456,True
O=C(NCC1CNCCO1)c1ccc(Nc2ncc3ncn(-c4cccc(NS(=O)(=O)C5CC5)c4)c3n2)cc1,1,17.09,7.455147,-3.5641925,3.3399789708185272,True
O=C(Nc1cccnc1)c1ccc(CN2CCOCC2)cc1,1,12.84,6.626,-2.4153733,1.760732587955987,True
Nc1nn2cccnc2c1C(=O)Nc1nc2ccncc2cc1-c1ccnc(CO)c1,1,25.07,6.8231163,-3.6568906,2.9247575497562437,True
CC(CCc1ccccc1C(=O)N1CCNCC1)n1cccn1,1,31.36,6.360102,-2.04945,2.8733567359712637,True
COCCn1cc(-c2cnn(C3CCN(C)C3)c2)cn1,1,14.89,6.4861975,-1.231379,3.099226293366499,True
Cc1cnn(CCC(=O)NC2CCCN(C(C)C)C2)n1,1,17.32,6.69087,-1.8494686,3.1441831520250823,True
CC(C)NC(=O)c1cnn2ccc(N3CCCCOC3=O)nc12,1,21.61,6.529864,-3.1308887,2.6797291220862594,True
c1cc2c(ncn3nnc(C4CCCCNC4)c23)[nH]1,1,19.05,6.5310645,-2.3363092,3.613579544808249,True
CNC(=O)c1ccc(C2CN(CC#N)CCC2NC(C)CO)cn1,1,25.66,6.6708274,-1.1453019,3.729069715059504,True
CC(=O)N1CCC(C(=O)N2CCC(N3CCCN(C(=O)N4CCOCC4)C3)CC2)CC1,1,16.61,6.4611535,-1.4617805,2.6559806266793196,True
CC(=O)N1CCC(Nc2ncncc2C(N)=O)CC1,1,13.11,6.6795115,-0.87761766,2.3228117882269856,True
CC(C)Oc1cccn2nc(Nc3ccc(C(=O)N4CCN(CCN5CCOCC5)CC4)cc3)nc12,1,17.29,7.1125,-2.972247,2.5961127138589077,True
CN1CCN(c2ccc(Nc3ncc4ccn(-c5ccccn5)c4n3)cc2)CC1,1,15.95,6.497446,-3.7691317,2.426510717585625,True
CC1CNCCN1CC1CN(Cc2c[nH]c3ncccc23)CCO1,1,25.39,6.1537385,-1.4702891,3.3931142379355546,True
CN1CCN(C(=O)Cn2cc(Nc3ccc4nc(N)nc(N5CCN(C(=O)Cc6cccnc6)CC5)c4n3)nn2)CC1,1,19.4,7.4906044,-2.5749743,3.047010806014547,True
Cc1cccc(NC(=O)N2CC(CC#N)(n3ncc4c(=O)[nH]ccc43)C2)c1C,1,16.98,7.1206594,-4.727707,3.1006554736567464,True
COc1cccc(NCc2cc3c(cn2)nc(C2CNCCN2)c(=O)n3C)n1,1,25.18,6.4978557,-2.598999,3.5323413848127903,True
Cc1nc[nH]c(=O)c1-c1cnn(C2(CC#N)CN(C(C)CO)C2)n1,1,17.99,6.7278447,-2.2343946,4.2113127979863005,True
N#CCC1(n2cc(-c3cnccn3)nn2)CCCN(Cc2cccnc2)C1,1,17.83,6.501894,-2.7348986,3.5287615327573807,True
CNC(=O)c1ccc(Nc2ncc(C3CC3)c(N3CCC(C(=O)N4CCC(N5CCOCC5)CC4)CC3)n2)cc1,1,20.65,7.493756,-3.9963393,2.774519618309105,True
O=C1COCCCN1,1,9.83,7.0305824,1.0644,2.7680079958667587,True
COCCOC1CCN(C(=O)Cn2cc(Nc3ccc4ncnc(N5CCOCC5)c4n3)cn2)CC1,1,12.45,7.4756885,-2.3694644,2.8849450630191793,True
CC1CC(C)CN(C(=O)CN2CCN(CCC#N)CC2)C1,1,12.24,6.227178,-1.4043195,2.986842541569434,True
COc1ncccc1NC(=O)N1CCC(N2CC(C)(CC(=O)O)C2)CC1,1,12.85,6.716481,-3.0170543,2.6721025663867373,True
CCc1cc(N2CCC(O)(c3ccncc3)CC2)nc(Nc2cc(C)[nH]n2)n1,1,24.3,6.802617,-3.9455442,2.8957135275686454,True
CN(C)CCN(C1CCN(C)CC1)C1CCN(C(=O)Cn2ccnc2)CC1,1,17.94,6.015428,-1.0009241,2.742809678121736,True
CC(C)CCn1ccc2cnc(-c3cnn(CCN(C)C)c3)nc21,1,23.36,6.577862,-3.024579,2.72507533792667,True
CNc1ncnc(Nc2ccc(-n3cc(C)cn3)cc2)c1C#N,1,20.99,6.595448,-3.9059117,2.5735460666801266,True
Cn1c(CN2CCOCC2)nn(CC(=O)N2CCOCC2)c1=O,1,20.84,6.593725,-0.92506176,2.4627013114353726,True
CC(=O)N1Cc2ccc(NC(=O)c3cnn4cccnc34)nc2C1,1,19.95,6.657638,-2.4238815,2.651204041448212,True
O=C(Cn1cc(Nc2ccc3c(-c4ccccc4)cnc(N4CCOCC4)c3n2)nn1)N1CCC(N2CCOCC2)CC1,1,15.87,7.788676,-4.295958,3.0582717617333017,True
CC1C(=O)CCN(Cc2ccccc2)C1=O,1,9.99,7.49109,-2.0778759,2.5792884693446148,True
CCOCCOC(=O)N1CCN(C(=O)OCC#N)CC1,1,22.5,6.9658594,-1.0004798,2.3328484876991293,True
CN(C)CCOc1ccc(Nc2nc3c(N4CCOCC4)cc(N4CCOCC4)cn3n2)cc1,1,13.97,6.510484,-3.028046,2.7413195539614783,True
Cn1c(NCCO)c(C(=O)COC(=O)COc2ccccc2)c(=O)n(C)c1=O,1,28.25,6.6443176,-2.5294108,2.4721533988085156,True
COCCOCCOCCOCCOCCn1cnc(Nc2ncc(C(N)=O)cc2Cl)c1,1,15.08,7.09828,-1.7247846,2.9133542173123246,True
CCC(CC)n1cc(-c2nc(-c3cnn(CC(=O)N4CCOCC4)c3)cn3nccc23)cn1,1,13.16,7.1054378,-3.4596412,3.0852492184750435,True
CN=C(NO)NCCCn1cncc1C#N,1,22.4,7.1075683,-1.3206538,3.3905300138098706,True
CN1CCCC(NS(=O)(=O)c2ccc(N(C)C3CCN(c4ncnc5[nH]ccc45)C3)nc2)C1,1,19.04,7.6830173,-2.7277188,3.6285622968723086,True
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3ccnc(N)n3)n2)C1,1,17.97,6.5186934,-2.8243582,3.2506364762705378,True
CN(c1nc(-c2c(N)[nH]cnc2=N)cn2ccnc12)C1CCOCC1,1,23.63,6.6512156,-2.908289,3.531399313099719,True
CN(CC1CCOC1=O)C1CCN(C(=O)Nc2cccnc2)CC1,1,19.73,6.1615624,-2.2415018,3.0133947377856316,True
CN1CCN(C(=O)CNC(=O)c2cn[nH]c2)CC1,1,14.22,6.4971704,-0.9362452,2.2781837517837698,True
CCC(Nc1ncc(C(N)=O)cc1Cl)c1ccncn1,1,21.14,6.472492,-3.2281013,3.051881228948159,True
O=C(Cn1cc(-c2cn(CCO)nn2)cn1)N1CCN(CCO)CC1,1,16.43,6.590399,-1.4758841,2.5983762361766427,True
CC(C)NC1CCC(C(=O)N2CCN(C(C)C)CC2)CO1,1,23.57,6.3855753,-1.4392942,3.4501104505745133,True
CC(=O)N1CCC(C(=O)N2CCC(N3CCN(C(=O)CC#N)CC3)CC2)CC1,1,16.54,6.270924,-1.918181,2.4457516537181636,True
C=CCOC(=O)N1CCCC1C(=O)OCC(=O)N1CCN(C)CC1,1,19.58,6.1220775,-1.4777006,2.7837450597543825,True
CC1=CC(=O)C=CC1=NO,1,16.36,6.8229218,-1.1436801,3.114664238470385,True
CN(CC#N)c1c(CNCCN2CCOCC2)ncn1C,1,20.49,6.4711523,-0.6703383,3.0293028512014004,True
O=C(C1CC1)N1CCN(CCN2CCC(C(=O)O)(n3cccn3)CC2)CC1,1,23.8,6.4101973,-1.5988997,2.669250637162696,True
CCCc1n[nH]c2c(NC(=O)c3cn(CC)c4ccccc4c3=O)cccc12,1,31.71,6.822793,-4.9025264,2.4895865831242006,True
COc1ncc(F)cc1C1CCCN1c1ccn2ncc(C(=O)NCCN3CCOCC3)c2n1,1,14.53,7.282098,-3.3179598,3.3366729745311874,True
O=C(Nc1cnn(CC(=O)N2CCN(CCO)CC2)c1)c1c(Cl)cccc1Cl,1,14.06,6.6894884,-2.6826465,2.3075705436889518,True
CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)cc(-c4ccsc4)cc23)CC1,1,20.07,6.6359143,-4.9609838,2.502435750090605,True
OC(c1cnc2n1CCN(CC1COCCO1)C2)C1CC1,1,26.03,6.6944313,-0.9745267,3.83110936782459,True
CS(=O)(=O)N1CCC(Oc2cccnc2)C1,1,19.32,7.0896688,-1.2772171,2.688140777036921,True
N#CCCN1CCC(CC#N)(n2cc(C(N)=O)c(Nc3cccc(F)n3)n2)CC1,1,17.31,6.733925,-3.734808,3.3954253342791993,True
Cc1c(C(=O)N2CCOCC2)ccc(Nc2cncnc2)c1N1CCN(C)CC1,1,21.81,6.682309,-2.627817,2.6290237127300156,True
COCCn1nc(C)c(-c2ccnn2C)n1,1,14.12,6.990484,-0.9568611,2.9646007830406393,True
CC(=O)NCCNCc1ncc(C)nc1N(C)C,1,11.69,6.727042,-0.8311709,2.6032031810939547,True
Nc1ccccc1CC(=O)N1CCC(CN2CCCC(O)C2)CC1,1,17.07,6.628438,-1.9718932,2.675610791297336,True
Cn1cc(-c2cnn(CC(=O)N3CCN(CCN4CCSCC4)CC3)n2)nn1,1,17.64,6.5100746,-1.973938,2.988140190066039,True
COc1cc2[nH]ccc(=NCCCN3CCOCC3)c2cc1NC(=O)CCCCCC(=O)NO,1,25.14,7.0016537,-3.8004804,2.906391139518778,True
Cc1nc(CNC(=O)c2cn(C)nc2C)c[nH]1,1,20.17,7.085504,-1.568878,2.9342011153921117,True
COCCOC(=O)N1CCC(C#N)C(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,1,14.89,6.9615283,-3.7453392,3.625716132033288,True
COCCNC(=O)N1CCCC(OCCN2CCOCC2)C1,1,20.79,6.4277153,0.06457456,2.7394600819522683,True
CNCCCNCc1nc(C)no1,1,16.26,6.873944,-0.50820106,2.4286667770358523,True
OCCN1CCN(CCc2ncnc3[nH]ccc23)CC1,1,19.9,6.529063,-1.1067823,2.5133838527577996,True
Cc1[nH]c(=O)c(-c2ccnc(N)n2)cc1C(N)=O,1,14.15,6.8014684,-3.0270605,2.5601416426324164,True
CN(c1ccc(CN(C)S(C)(=O)=O)cc1)c1ncnc2[nH]ccc12,1,19.3,6.598381,-3.3609605,2.6121248820612006,True
CN1CNC(=O)c2cnc3[nH]ccc3c21,1,18.42,6.9711766,-2.2513363,3.1034211331151864,True
COCCOC(=O)N1CC=C(c2cccn3nc(Nc4ccc(C(=O)N5CCN(CCN6CCOCC6)CC5)cc4)nc23)CC1,1,14.78,7.3270636,-2.8365161,3.0028283323032126,True
O=C1CC(c2ccc(OCCN3CCCC3)cc2)Oc2ccccc21,1,14.18,6.3517733,-3.965809,2.5190326854743805,True
CC1CCCN(C2CCCN(CCOCCO)C2)C1,1,24.19,6.4474893,-0.3604783,3.0099905409685253,True
COCCn1cc(-c2ccncc2C)cn1,1,9.98,7.003215,-1.1585314,2.3172237261844533,True
CC1CC1C(=O)Nc1ccc(S(=O)(=O)N2CCN(C)CC2)cc1,1,18.89,6.408196,-2.4130116,2.6491384333549046,True
Cn1ccc(-c2nc(-c3cnn(CC(O)CO)c3)cc3c4ccccc4n(C)c23)n1,1,15.6,6.979304,-3.4478033,3.34921145070585,True
O=C(CO)N1CCC(Oc2cccnc2)C1,1,13.26,7.2627907,-0.7269454,2.6926043890770543,True
N#CCCN(CC1CCCO1)CC1CCCO1,1,13.61,6.7446465,-1.1351583,3.2191070883754724,True
c1ccc(CCn2cc(C3COCCN3)nn2)nc1,1,21.6,6.665232,-0.7986413,3.2590086946058188,True
CC(=O)N1CCC(NC(=O)Nc2cn(C)cn2)CC1,1,17.74,6.412986,-0.7362815,2.3871023542647194,True
CCc1cccc2nc(N)nc(N3CCC(CC#N)CC3)c12,1,28.02,6.6038017,-3.629602,2.6072640165274166,True
COCCOC(=O)N1CC(C)(OC)C1,1,17.63,7.2987432,-0.06812935,2.660527155338709,True
COCCn1ccc(NC(=O)N2CCCC(O)C2)n1,1,14.55,6.7532535,-0.903468,2.8165853477772096,True
CCc1cc(O)ccc1-c1cc(Nc2cc(C)[nH]n2)c2ncnc(OC)c2c1,1,18.52,6.964502,-5.826868,2.773964083124202,True
O=Cc1ccccc1OCCCCc1cn(CCO)nn1,1,17.08,7.101434,-2.2834733,2.3233086897890427,True
CN1CCN(C(=O)N2CCOC(C)(C)C2)CC1,1,15.92,6.7073774,-0.2506858,2.427316991005858,True
Nc1nccnc1-c1cnn(CC(O)CO)c1,1,13.66,6.9466515,-1.0103958,3.1368994604522227,True
Cc1cc(C(=O)N2CCC(N3CCN(C(=O)OCC(F)(F)F)C(C)C3)CC2)nn1C,1,12.61,6.296619,-3.2068563,3.1954183794549227,True
CN(CC#N)CCOC1CCCN(C(=O)N2CCC3C(CO)OCC32)C1,1,24.84,6.485642,-0.8268554,4.26664637696426,True
COCCOc1cnc(Nc2ccc(N3CCOCC3)nc2)nc1OC,1,22.97,7.059767,-2.881213,2.4921819186134577,True
CN(C)C1CN(C(=O)c2ccc(-c3ncnc4[nH]ccc34)c(F)c2)CC1C1CC1,1,26.68,6.924483,-3.4882324,3.5048022310580196,True
CNC(=O)c1cnc(N2CCN(CC(C)(C)O)CC2)c2nc(Nc3cnn(CC(=O)N4CCN(C)CC4)c3)ccc12,1,16.36,7.9493947,-2.4335775,3.0464564258524414,True
CCc1nc(C)nc(OC)c1OCCNCc1cccnc1N(C)C,1,12.51,7.0170336,-2.320768,2.689699368044776,True
Cc1cnc(N2CCOCC2)cc1C(=O)NCCn1nc(C)c2c(N(C)C)ncnc21,1,33.01,6.9095616,-2.4426558,2.7790650672387613,True
CCOC(=O)COC(=O)N1CC(CC#N)(n2cc(-c3cnccn3)cn2)C1,1,12.92,6.2588553,-2.7281313,3.0475206986801266,True
CCN1CCOCC1,1,16.71,6.4581017,0.61200947,1.7576541497129128,True
CC(=O)N1CCC(Nc2nc(N(C)C)ncc2C)CC1,1,12.79,6.836077,-1.7478617,2.4466805506361933,True
CN1CCN(C(=O)C2CCN(C(=O)Cn3cc(NC(=O)c4cnn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CC2)CC1,1,10.49,8.119152,-4.712436,3.0914679545379187,True
COc1nc(-c2cnn(C)c2)c2nc(-c3ncnn3C)cn2n1,1,18.97,7.0574813,-2.5950725,3.1583299827640436,True
Cn1cc(-c2cn(CC(O)CO)c(=O)n(C)c2=O)cn1,1,14.93,7.1369686,-0.93177706,3.180126558618489,True
CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CC(OCCCO)C2)CC1,1,15.5,7.2616897,-2.8974986,3.0508725847743907,True
CCn1cc(-c2ncnc3[nH]cc(C(=O)NC(C)C(C)O)c23)cn1,1,18.97,6.596972,-2.7912745,3.6153350234985293,True
CCN(CC)CCC(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,1,14.37,6.460088,-4.5863895,2.3321448320200986,True
CCOC(=O)N1CCN(c2ncnc3[nH]ccc23)CC1,1,12.56,6.9688168,-2.264591,2.2873632754975386,True
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)Nc3cccnc3)CC2)C1,1,13.38,7.691515,-4.3729677,3.3212120545182477,True
CN(c1ncnc2[nH]ccc12)C1CCN(C(=O)CN2CCN(CCO)CC2)C1,1,16.6,6.7876854,-1.4469345,3.1154798463512527,True
Nc1nccc(-c2cc3cnc(CO)nc3o2)n1,1,24.19,7.2416873,-2.5613844,2.98256453841795,True
COC1CN(C(=O)CC#N)CC1N(C)C,1,12.25,7.1705933,-0.7499711,3.586971779184987,True
